-10	1.486719515e-06
-9.9	2.438960746e-06
-9.8	3.961299091e-06
-9.7	6.369825179e-06
-9.6	1.014085207e-05
-9.5	1.598374111e-05
-9.4	2.494247129e-05
-9.3	3.853519674e-05
-9.2	5.894306776e-05
-9.1	8.926165718e-05
-9	0.0001338302258
-8.9	0.0001986554714
-8.8	0.0002919469258
-8.7	0.0004247802706
-8.6	0.0006119019301
-8.5	0.000872682695
-8.4	0.001232219168
-8.3	0.001722568939
-8.2	0.002384088201
-8.1	0.003266819056
-8	0.004431848412
-7.9	0.00595253242
-7.8	0.007915451583
-7.7	0.01042093481
-7.6	0.01358296923
-7.5	0.01752830049
-7.4	0.02239453029
-7.3	0.02832703774
-7.2	0.03547459285
-7.1	0.04398359598
-7	0.05399096651
-6.9	0.06561581477
-6.8	0.0789501583
-6.7	0.09404907738
-6.6	0.1109208347
-6.5	0.1295175957
-6.4	0.1497274656
-6.3	0.171368592
-6.2	0.194186055
-6.1	0.217852177
-6	0.2419707245
-5.9	0.2660852499
-5.8	0.2896915528
-5.7	0.3122539334
-5.6	0.3332246029
-5.5	0.3520653268
-5.4	0.3682701403
-5.3	0.3813878155
-5.2	0.391042694
-5.1	0.3969525475
-5	0.3989422804
-4.9	0.3969525475
-4.8	0.391042694
-4.7	0.3813878155
-4.6	0.3682701403
-4.5	0.3520653268
-4.4	0.3332246029
-4.3	0.3122539334
-4.2	0.2896915528
-4.1	0.2660852499
-4	0.2419707245
-3.9	0.217852177
-3.8	0.194186055
-3.7	0.171368592
-3.6	0.1497274656
-3.5	0.1295175957
-3.4	0.1109208347
-3.3	0.09404907738
-3.2	0.0789501583
-3.1	0.06561581477
-3	0.05399096651
-2.9	0.04398359598
-2.8	0.03547459285
-2.7	0.02832703774
-2.6	0.02239453029
-2.5	0.01752830049
-2.4	0.01358296923
-2.3	0.01042093481
-2.2	0.007915451583
-2.1	0.00595253242
-2	0.004431848412
-1.9	0.003266819056
-1.8	0.002384088201
-1.7	0.001722568939
-1.6	0.001232219168
-1.5	0.000872682695
-1.4	0.0006119019301
-1.3	0.0004247802706
-1.2	0.0002919469258
-1.1	0.0001986554714
-1	0.0001338302258
-0.9	8.926165718e-05
-0.8	5.894306776e-05
-0.7	3.853519674e-05
-0.6	2.494247129e-05
-0.5	1.598374111e-05
-0.4	1.014085207e-05
-0.3	6.369825179e-06
-0.2	3.961299091e-06
-0.1	2.438960746e-06
0	1.486719515e-06
0.1	8.972435162e-07
0.2	5.361035345e-07
0.3	3.171349217e-07
0.4	1.857361845e-07
0.5	1.076976004e-07
0.6	6.1826205e-08
0.7	3.513955095e-08
0.8	1.977319641e-08
0.9	1.101576362e-08
1	6.07588285e-09
1.1	3.317884244e-09
1.2	1.793783908e-09
1.3	9.60143337e-10
1.4	5.088140282e-10
1.5	2.669556615e-10
1.6	1.386679994e-10
1.7	7.131328124e-11
1.8	3.630961502e-11
1.9	1.830332217e-11
2	9.134720408e-12
2.1	4.513543677e-12
2.2	2.207989963e-12
2.3	1.069383787e-12
2.4	5.127753637e-13
2.5	2.434320533e-13
2.6	1.14415649e-13
2.7	5.324148372e-14
2.8	2.452855286e-14
2.9	1.118795621e-14
3	5.052271084e-15
3.1	2.258809403e-15
3.2	9.998378748e-16
3.3	4.381639436e-16
3.4	1.901081538e-16
3.5	8.166235632e-17
3.6	3.472962749e-17
3.7	1.462296358e-17
3.8	6.09575813e-18
3.9	2.515805777e-18
4	1.027977357e-18
4.1	4.158598979e-19
4.2	1.665588032e-19
4.3	6.604579861e-20
4.4	2.592864701e-20
4.5	1.007793539e-20
4.6	3.878111932e-21
4.7	1.477495493e-21
4.8	5.573000023e-22
4.9	2.08117682e-22
5	7.694598627e-23
5.1	2.816566544e-23
5.2	1.020730559e-23
5.3	3.662345169e-24
5.4	1.30096162e-24
5.5	4.575375591e-25
5.6	1.593111133e-25
5.7	5.491897832e-26
5.8	1.874372402e-26
5.9	6.333537822e-27
6	2.118819254e-27
6.1	7.017759943e-28
6.2	2.301230709e-28
6.3	7.471002276e-29
6.4	2.4013454e-29
6.5	7.641655412e-30
6.6	2.407561132e-30
6.7	7.509728772e-31
6.8	2.319146777e-31
6.9	7.090702668e-32
7	2.146383736e-32
7.1	6.432540335e-33
7.2	1.908599135e-33
7.3	5.606656926e-34
7.4	1.630610735e-34
7.5	4.695195358e-35
7.6	1.338486799e-35
7.7	3.777735721e-36
7.8	1.05561635e-36
7.9	2.920368794e-37
8	7.998827757e-38
8.1	2.1690624e-38
8.2	5.8233756e-39
8.3	1.547870466e-39
8.4	4.073347678e-40
8.5	1.061268814e-40
8.6	2.737514192e-41
8.7	6.99108225e-42
8.8	1.76762241e-42
8.9	4.424779583e-43
9	1.096606559e-43
9.1	2.690711236e-44
9.2	6.536426775e-45
9.3	1.572065959e-45
9.4	3.74333058e-46
9.5	8.824754975e-47
9.6	2.059701022e-47
9.7	4.759515753e-48
9.8	1.088875955e-48
9.9	2.466329526e-49
10	5.53070955e-50

-10	1.334054493e-06
-9.9	2.037550961e-06
-9.8	3.198771326e-06
-9.7	5.113537245e-06
-9.6	8.22149451e-06
-9.5	1.315985194e-05
-9.4	2.08403988e-05
-9.3	3.256139585e-05
-9.2	5.016822933e-05
-9.1	7.627773119e-05
-9	0.0001145806134
-8.9	0.0001702348621
-8.8	0.0002503609602
-8.7	0.0003646483423
-8.6	0.0005260819863
-8.5	0.0007517980108
-8.4	0.001064075784
-8.3	0.001491468554
-8.2	0.002070061936
-8.1	0.002844827758
-8	0.00387100998
-7.9	0.005215442995
-7.8	0.006957666198
-7.7	0.009190669268
-7.6	0.0120210858
-7.5	0.01556865158
-7.4	0.01996475675
-7.3	0.02534994464
-7.2	0.03187024072
-7.1	0.03967223132
-7	0.04889685919
-6.9	0.05967196903
-6.8	0.07210373133
-6.7	0.08626720078
-6.6	0.102196421
-6.5	0.1198746511
-6.4	0.1392254346
-6.3	0.160105321
-6.2	0.1822990651
-6.1	0.2055180474
-6	0.2294024902
-5.9	0.253527799
-5.8	0.2774150721
-5.7	0.3005455141
-5.6	0.3223781952
-5.5	0.3423703364
-5.4	0.3599990971
-5.3	0.3747837043
-5.2	0.3863067073
-5.1	0.3942331603
-5	0.3983266215
-4.9	0.3984609902
-4.8	0.3946273787
-4.7	0.3869354252
-4.6	0.3756087323
-4.5	0.360974471
-4.4	0.3434476419
-4.3	0.3235109909
